
1	1758	966802146	1758	966804569
10	1762	79857514	1762	79859038
100	1765	698683083	1765	698684303
1000	1768	682254926	1768	682256006
10000	1770	711994359	1770	711998669
100000	1772	503410240	1772	503473689
1000000	1774	653018616	1774	653778943
10000000	1776	445867705	1776	456846758
100000000	1778	44353429	1778	169183997
1000000000	1782	88318986	1783	152988651
